date,time-in,time-out,shift_total,lunch,daily_total,transaction
2016-06-17,08:50:00,17:30:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-06-20,08:20:00,17:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-06-21,09:09:00,19:00:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-06-22,07:42:00,18:18:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-06-23,09:04:00,17:00:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-06-24,09:32:00,15:45:00,05:45:00,00:30:00,06:00:00,01 - Regular Base Pay
2016-06-24,15:45:00,16:00:00,00:15:00,00:00:00,06:00:00,29 - Credit Time Earned
2016-06-27,09:16:00,17:11:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-06-28,09:25:00,17:31:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-06-29,08:24:00,17:00:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-06-30,08:43:00,17:00:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-07-01,08:40:00,12:41:00,03:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-07-01,12:41:00,14:41:00,02:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-07-01,14:41:00,17:15:00,02:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-07-04,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-07-05,08:33:00,17:29:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-07-06,08:36:00,16:36:00,07:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-07-06,16:36:00,17:00:00,00:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-07-07,08:52:00,17:37:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-07-08,08:00:00,17:00:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-07-11,09:22:00,17:47:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-07-12,09:15:00,18:09:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-07-13,08:58:00,17:45:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-07-14,09:10:00,17:16:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-07-15,09:30:00,18:41:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-07-18,09:27:00,18:04:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-07-19,08:27:00,17:01:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-07-20,09:30:00,19:26:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-07-21,09:19:00,17:30:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-07-22,08:35:00,14:50:00,05:45:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-07-22,14:50:00,16:35:00,01:45:00,00:00:00,07:30:00,29 - Credit Time Earned
2016-07-25,09:27:00,18:28:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-07-26,08:58:00,18:08:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-07-27,09:28:00,19:01:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-07-28,09:48:00,19:46:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-07-29,09:30:00,20:00:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-08-01,09:12:00,17:51:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-08-02,09:17:00,19:05:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-08-03,09:06:00,15:33:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2016-08-04,09:27:00,17:50:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-05,09:52:00,13:10:00,02:45:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-05,13:10:00,18:25:00,05:15:00,00:00:00,08:00:00,29 - Credit Time Earned
2016-08-08,08:50:00,12:49:00,04:00:00,00:00:00,05:15:00,01 - Regular Base Pay
2016-08-08,12:49:00,14:00:00,01:15:00,00:00:00,05:15:00,50 - Credit Hours Used
2016-08-09,08:42:00,17:33:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-08-10,08:00:00,17:17:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-08-11,08:27:00,17:08:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-08-12,09:00:00,19:07:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-08-15,09:00:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-16,09:00:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-17,09:00:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-18,09:00:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-19,09:02:00,17:05:00,07:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-08-19,17:05:00,17:30:00,00:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-08-22,09:00:00,19:15:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-08-23,09:11:00,17:55:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-08-24,09:07:00,18:10:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-08-25,08:43:00,16:40:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-08-26,09:00:00,18:26:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-08-29,09:01:00,18:43:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-08-30,08:31:00,18:31:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-08-31,09:17:00,17:05:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-09-01,09:12:00,18:01:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-09-02,08:58:00,10:15:00,00:45:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-09-02,10:15:00,15:30:00,05:15:00,00:00:00,08:00:00,29 - Credit Time Earned
2016-09-02,15:30:00,17:30:00,02:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-09-05,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-09-06,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-09-07,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-09-08,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-09-09,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2016-09-12,08:17:00,17:30:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-09-13,08:36:00,17:35:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-09-14,08:29:00,18:33:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-09-15,09:18:00,18:06:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-09-16,08:48:00,14:15:00,05:00:00,00:30:00,10:45:00,01 - Regular Base Pay
2016-09-16,14:15:00,20:00:00,05:45:00,00:00:00,10:45:00,29 - Credit Hours Worked-Regular Time
2016-09-19,09:20:00,19:58:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2016-09-20,07:46:00,17:40:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-09-21,07:54:00,16:59:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-09-22,09:07:00,17:44:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-09-23,09:02:00,17:00:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-09-26,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,62 - Sick Leave Taken
2016-09-27,07:48:00,17:01:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-09-28,08:00:00,16:00:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-09-29,08:10:00,17:00:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-09-30,08:20:00,12:33:00,03:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-09-30,12:33:00,17:33:00,05:00:00,00:00:00,08:45:00,29 - Credit Hours Worked-Regular Time
2016-10-03,08:23:00,17:58:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-10-04,08:56:00,17:09:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-10-05,08:36:00,16:08:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-10-06,09:30:00,16:05:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2016-10-07,08:40:00,18:41:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-10-10,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-10-11,08:14:00,16:56:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-10-12,08:21:00,16:24:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-10-13,08:23:00,18:54:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-10-14,09:29:00,17:00:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-10-17,09:12:00,19:01:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-10-18,08:08:00,18:49:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2016-10-19,09:08:00,16:39:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-10-20,09:12:00,17:00:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-10-21,08:08:00,16:00:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-10-24,08:40:00,17:26:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-10-25,07:26:00,17:20:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-10-26,08:40:00,16:30:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-10-27,09:09:00,18:20:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-10-28,08:55:00,14:45:00,05:15:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-10-28,14:45:00,17:00:00,02:15:00,00:00:00,07:30:00,29 - Credit Hours Worked-Regular Time
2016-10-31,08:57:00,18:10:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-11-01,08:27:00,17:23:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-11-02,09:35:00,16:42:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2016-11-03,09:45:00,18:30:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-11-04,09:15:00,17:53:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-11-07,08:29:00,17:19:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-11-08,09:20:00,17:55:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-11-09,09:20:00,16:49:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-11-10,08:45:00,17:31:00,08:15:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-11-10,17:31:00,17:45:00,00:15:00,00:00:00,08:30:00,50 - Credit Hours Used
2016-11-11,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-11-14,09:33:00,17:39:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2016-11-15,08:11:00,18:08:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-11-16,08:27:00,16:35:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2016-11-17,09:25:00,16:55:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2016-11-18,09:07:00,17:30:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-11-21,09:24:00,18:01:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-11-22,08:17:00,14:15:00,05:30:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-11-22,14:15:00,16:45:00,02:30:00,00:00:00,08:00:00,62 - Sick Leave Taken
2016-11-23,09:05:00,14:49:00,05:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2016-11-23,14:49:00,17:30:00,02:45:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2016-11-24,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-11-25,09:30:00,16:30:00,06:30:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-11-25,16:30:00,18:15:00,01:45:00,00:00:00,08:15:00,50 - Credit Hours Used
2016-11-28,08:11:00,17:48:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-11-29,07:57:00,17:19:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-11-30,08:59:00,16:49:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2016-12-01,08:37:00,18:01:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-12-02,09:00:00,16:22:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2016-12-05,08:33:00,18:13:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-12-06,07:49:00,18:13:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-12-07,08:30:00,19:07:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2016-12-08,08:09:00,17:25:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-12-09,08:28:00,10:14:00,01:15:00,00:30:00,09:45:00,01 - Regular Base Pay
2016-12-09,10:14:00,18:44:00,08:30:00,00:00:00,09:45:00,29 - Credit Hours Worked-Regular Time
2016-12-12,08:25:00,18:09:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2016-12-13,07:46:00,17:00:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2016-12-14,08:32:00,17:30:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-12-15,09:02:00,16:00:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2016-12-16,09:26:00,15:58:00,06:00:00,00:30:00,06:00:00,01 - Regular Base Pay
2016-12-19,08:54:00,17:36:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-12-20,08:06:00,16:50:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-12-21,08:22:00,18:27:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2016-12-22,08:37:00,18:06:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-12-23,07:48:00,09:00:00,00:45:00,00:30:00,09:00:00,01 - Regular Base Pay
2016-12-23,09:00:00,12:00:00,03:00:00,00:00:00,09:00:00,29 - Credit Hours Worked-Regular Time
2016-12-23,12:00:00,14:17:00,02:15:00,00:00:00,09:00:00,50 - Credit Hours Used
2016-12-23,14:17:00,17:17:00,03:00:00,00:00:00,09:00:00,66 - Administrative Leave - Agency Directed
2016-12-26,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2016-12-27,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2016-12-28,09:08:00,17:54:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2016-12-29,09:22:00,18:18:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-12-30,08:20:00,16:06:00,07:15:00,00:30:00,08:30:00,01 - Regular Base Pay
2016-12-30,16:06:00,17:21:00,01:15:00,00:00:00,08:30:00,66 - Administrative Leave - Agency Directed
2017-01-02,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-01-03,07:00:00,11:33:00,04:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-01-03,11:33:00,14:30:00,03:00:00,00:00:00,07:00:00,61 - Annual Leave Taken
2017-01-04,09:00:00,14:30:00,05:30:00,00:00:00,08:30:00,61 - Annual Leave Taken
2017-01-04,14:30:00,17:30:00,03:00:00,00:00:00,08:30:00,50 - Credit Hours Used
2017-01-05,09:00:00,14:30:00,05:30:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-01-05,14:30:00,17:00:00,02:30:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-01-06,09:00:00,16:15:00,07:15:00,00:00:00,07:15:00,50 - Credit Hours Used
2017-01-09,09:45:00,17:45:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-01-10,08:10:00,16:23:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-01-11,09:10:00,19:19:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-01-12,08:56:00,18:35:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-01-13,09:57:00,20:00:00,09:30:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-01-16,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-01-17,07:30:00,18:10:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2017-01-18,09:13:00,18:27:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-01-19,08:00:00,09:45:00,01:15:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-01-19,09:45:00,18:30:00,08:45:00,00:00:00,10:00:00,29 - Credit Hours Worked-Regular Time
2017-01-20,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Administrative Leave - Agency Directed
2017-01-23,09:14:00,17:32:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-01-24,08:08:00,16:41:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-01-25,09:50:00,17:05:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-01-26,09:04:00,17:45:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-01-27,09:21:00,18:03:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-01-30,08:50:00,18:02:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-01-31,07:59:00,16:54:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-02-01,09:08:00,17:02:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-02-02,09:00:00,17:27:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-02-03,09:00:00,17:15:00,08:15:00,00:00:00,08:15:00,50 - Credit Hours Used
2017-02-06,09:00:00,19:25:00,10:00:00,00:30:00,10:00:00,01 - Regular Base Pay
2017-02-07,07:28:00,17:04:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-02-08,09:30:00,16:16:00,06:15:00,00:30:00,06:15:00,01 - Regular Base Pay
2017-02-09,09:07:00,18:10:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-02-10,09:07:00,18:25:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-02-13,09:59:00,18:31:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-02-14,07:53:00,16:35:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-02-15,08:24:00,16:52:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-02-16,09:14:00,17:08:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-02-17,09:12:00,15:30:00,05:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-02-17,15:30:00,18:30:00,03:00:00,00:00:00,08:45:00,29 - Credit Hours Worked-Regular Time
2017-02-20,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,66 - Other Leave-Federal Holiday
2017-02-21,08:28:00,18:09:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-02-22,09:08:00,16:18:00,06:45:00,00:30:00,06:45:00,01 - Regular Base Pay
2017-02-23,09:24:00,18:44:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-02-24,09:14:00,16:15:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-02-27,08:00:00,20:00:00,11:30:00,00:30:00,11:30:00,01 - Regular Base Pay
2017-02-28,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,50 - Credit Hours Used
2017-03-01,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-03-02,08:00:00,16:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-03-03,08:00:00,12:15:00,04:15:00,00:00:00,05:15:00,50 - Credit Hours Used
2017-03-03,12:15:00,13:15:00,01:00:00,00:00:00,05:15:00,61 - Annual Leave Taken
2017-03-06,09:00:00,13:00:00,04:00:00,00:00:00,04:00:00,61 - Annual Leave Taken
2017-03-07,09:00:00,14:30:00,05:30:00,00:00:00,05:30:00,61 - Annual Leave Taken
2017-03-08,09:00:00,16:15:00,07:15:00,00:00:00,07:15:00,61 - Annual Leave Taken
2017-03-09,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-03-10,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,62 - Sick Leave Taken
2017-03-13,09:00:00,18:52:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-03-14,09:00:00,10:30:00,01:30:00,00:00:00,09:30:00,66 - Administrative Leave - Agency Directed
2017-03-14,10:30:00,19:00:00,08:00:00,00:30:00,09:30:00,01 - Regular Base Pay
2017-03-15,06:54:00,17:12:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-03-16,08:13:00,17:07:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-03-17,08:30:00,19:19:00,10:15:00,00:30:00,10:15:00,01 - Regular Base Pay
2017-03-20,08:30:00,17:10:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-03-21,07:27:00,15:34:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-03-22,07:50:00,16:46:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-03-23,09:24:00,17:00:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-03-24,08:00:00,16:37:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-03-27,08:10:00,16:57:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-03-28,07:39:00,16:43:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-03-29,08:45:00,19:00:00,09:45:00,00:30:00,09:45:00,01 - Regular Base Pay
2017-03-30,07:40:00,16:20:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-03-31,09:00:00,15:24:00,06:00:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-03-31,15:24:00,17:09:00,01:45:00,00:00:00,07:45:00,29 - Credit Hours Worked-Regular Time
2017-04-03,09:26:00,17:47:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-04-04,07:54:00,18:48:00,10:30:00,00:30:00,10:30:00,01 - Regular Base Pay
2017-04-05,08:55:00,17:33:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-04-06,08:34:00,17:29:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-04-07,06:32:00,15:06:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-04-10,08:30:00,17:47:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-04-11,10:00:00,15:00:00,04:30:00,00:30:00,04:30:00,61 - Annual Leave Taken
2017-04-12,09:10:00,17:39:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-04-13,08:18:00,17:24:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-04-14,09:00:00,16:43:00,07:15:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-04-14,16:43:00,17:28:00,00:45:00,00:00:00,08:00:00,29 - Credit Hours Worked-Regular Time
2017-04-17,08:40:00,17:09:00,08:00:00,00:30:00,08:00:00,01 - Regular Base Pay
2017-04-18,07:46:00,16:36:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-04-19,09:18:00,17:20:00,07:30:00,00:30:00,07:30:00,01 - Regular Base Pay
2017-04-20,09:00:00,18:21:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-04-21,09:05:00,16:39:00,07:00:00,00:30:00,07:00:00,01 - Regular Base Pay
2017-04-24,11:10:00,18:14:00,06:30:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-04-25,08:03:00,17:28:00,09:00:00,00:30:00,09:00:00,01 - Regular Base Pay
2017-04-26,09:22:00,18:09:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-04-27,07:41:00,19:20:00,11:15:00,00:30:00,11:15:00,01 - Regular Base Pay
2017-04-28,08:57:00,15:00:00,05:30:00,00:30:00,10:30:00,01 - Regular Base Pay
2017-04-28,15:00:00,20:00:00,05:00:00,00:00:00,10:30:00,29 - Credit Hours Worked-Regular Time
2017-05-01,09:02:00,17:40:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-05-02,08:07:00,16:59:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-05-03,09:00:00,15:25:00,06:00:00,00:30:00,06:30:00,01 - Regular Base Pay
2017-05-03,15:25:00,15:55:00,00:30:00,00:00:00,06:30:00,50 - Credit Hours Used
2017-05-04,09:50:00,17:58:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-05-05,09:00:00,17:00:00,08:00:00,00:00:00,08:00:00,62 - Sick Leave Taken
2017-05-08,08:19:00,18:04:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-05-09,07:54:00,16:46:00,08:15:00,00:30:00,08:15:00,01 - Regular Base Pay
2017-05-10,09:01:00,18:18:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-05-11,09:46:00,18:00:00,07:45:00,00:30:00,07:45:00,01 - Regular Base Pay
2017-05-12,09:25:00,17:15:00,07:15:00,00:30:00,07:15:00,01 - Regular Base Pay
2017-05-15,08:50:00,18:40:00,09:15:00,00:30:00,09:15:00,01 - Regular Base Pay
2017-05-16,08:01:00,20:00:00,11:30:00,00:30:00,11:30:00,01 - Regular Base Pay
2017-05-17,08:05:00,20:00:00,11:30:00,00:30:00,11:30:00,01 - Regular Base Pay
2017-05-18,07:54:00,17:03:00,08:45:00,00:30:00,08:45:00,01 - Regular Base Pay
2017-05-19,09:40:00,18:40:00,08:30:00,00:30:00,08:30:00,01 - Regular Base Pay
2017-05-22,09:00:00,13:00:00,04:00:00,00:00:00,04:00:00,61 - Annual Leave Taken
2017-05-23,10:00:00,14:30:00,04:30:00,00:00:00,07:00:00,61 - Annual Leave Taken
2017-05-23,14:30:00,17:00:00,02:30:00,00:00:00,07:00:00,50 - Credit Hours Used
2017-05-24,09:00:00,14:30:00,05:30:00,00:00:00,07:30:00,61 - Annual Leave Taken
2017-05-24,14:30:00,16:30:00,02:00:00,00:00:00,07:30:00,50 - Credit Hours Used
2017-05-25,09:00:00,14:30:00,05:30:00,00:00:00,08:00:00,61 - Annual Leave Taken
2017-05-25,14:30:00,17:00:00,02:30:00,00:00:00,08:00:00,50 - Credit Hours Used
